date,weight,temp,nedbor,vind
10/24/2021,36276,9.1,8.5,14.4
10/25/2021,92923,7.9,0,11.9
10/26/2021,98208,8.7,0.3,12.5
10/27/2021,83357,9.3,1,11
10/28/2021,68778,9.3,0.3,13.6
10/29/2021,82383,10.3,0.1,9.7
10/30/2021,38484,8.4,0,8
10/31/2021,42087,6.5,0.1,5.3
11/1/2021,124756,4.8,4.1,13.3
11/2/2021,93009,5.1,14.7,17.2
11/3/2021,115156,4.8,3.2,14.6
11/4/2021,134954,4.1,4.9,9.3
11/5/2021,131663,5.7,1.1,15.8
11/6/2021,52659,6.8,9.5,16.7
11/7/2021,35570,6.3,5.1,15.6
11/8/2021,101037,4.6,6.8,12.5
11/9/2021,108870,4.4,0.6,12.6
11/10/2021,82217,5.2,0.7,11.7
11/11/2021,76784,7.9,15.1,18.6
11/12/2021,103594,8.3,6.6,13.6
11/13/2021,55546,7.2,9.6,15.8
11/14/2021,47273,4.7,3.4,15.6
11/15/2021,87709,5.3,5.9,17.8
11/16/2021,70382,4.6,2.8,15.8
11/17/2021,103143,1.6,0.7,15.9
11/18/2021,122152,2.6,2.1,9.1
11/19/2021,129023,4,3.2,13.6
11/20/2021,79440,2.1,6.2,16.3
11/21/2021,39658,0.3,0.1,14.2
11/22/2021,87182,0.2,0.6,15.2
11/23/2021,91317,-0.5,1.3,7.7
11/24/2021,86325,0.6,6.1,13.2
11/25/2021,132915,-1.1,1.8,11.4
11/26/2021,138398,-0.7,7.6,13.9
11/27/2021,86627,-0.2,1.5,13.1
11/28/2021,55334,2,0,15.8
11/29/2021,107377,-0.2,0,10.8
11/30/2021,97552,-1.1,0,9.5
12/1/2021,108769,-1.5,0,7.9
12/2/2021,77270,-3,0,7.8
12/3/2021,95450,-2.3,0,8.2
12/4/2021,79697,-1.9,2.6,7.5
12/5/2021,53783,0.6,0.8,8.2
12/6/2021,99781,3.1,0,8.7
12/7/2021,86585,3.3,0,7.6
12/8/2021,88187,3.7,0.8,8.2
12/9/2021,86501,5,0.5,12.1
12/10/2021,109239,5.7,1.3,16.8
12/11/2021,70884,5.6,14.8,21
12/12/2021,52525,5.6,2.1,17.1
12/13/2021,105373,6.3,0.8,15.3
12/14/2021,69085,5.4,0.2,17.6
12/15/2021,43463,5.4,1.8,20.7
12/16/2021,40232,3.3,1.8,14.5
12/17/2021,70736,1.8,0.1,10
12/18/2021,14811,1.7,0.1,8.5
12/19/2021,9559,-0.7,0.9,18.1
12/20/2021,29638,0.6,2.4,15.8
12/21/2021,23053,1.2,2.9,17.5
12/22/2021,20681,0.1,0.6,12.5
12/23/2021,7191,0.1,0.1,9.1
12/24/2021,75,1.8,7.4,11.3
12/25/2021,1017,1.5,0,14.2
12/26/2021,2983,2.9,4.6,12.2
12/27/2021,15945,2,9,12.8
12/28/2021,18722,0.5,0,12.3
12/29/2021,20964,2.8,0.4,18.6
12/30/2021,16555,3.6,4.9,21.3
12/31/2021,18105,1.7,1.6,13.7
1/1/2022,6089,0.3,0,17.9
1/2/2022,8286,-0.9,1.5,16.4
1/3/2022,30636,-0.2,1.1,8.5
1/4/2022,73379,-0.3,0,5
1/5/2022,88969,0.4,0,8.2
1/6/2022,100136,1.2,0,11.8
1/7/2022,155184,4.2,0.4,18.7
1/8/2022,117696,4.8,7.5,24
1/9/2022,100283,2.5,3,22.2
1/10/2022,192535,2.9,4.7,23.6
1/11/2022,79184,3.2,0.7,19
1/12/2022,36368,1.7,12.8,20.8
1/13/2022,30754,1.2,0.3,21.6
1/14/2022,27014,5.4,2.1,16.1
1/15/2022,24827,1.5,11.7,18.7
1/16/2022,30010,0.3,2,21.4
1/17/2022,45092,0.5,1.6,13.6
1/18/2022,47152,5.2,4.1,19.1
1/19/2022,59601,6.8,4,22.4
1/20/2022,43528,1.1,9.3,23
1/21/2022,70644,0.7,1.6,16.9
1/22/2022,73469,3,3.2,11.4
1/23/2022,22917,2.3,1.9,19
1/24/2022,40640,0.5,0,19
1/25/2022,48391,1.8,0.9,14.8
1/26/2022,76223,1.4,3.9,17.3
1/27/2022,180111,0.9,7.9,9.7
1/28/2022,149003,-0.6,1.1,11.7
1/29/2022,147738,-1.8,0.2,11
1/30/2022,140492,-2.3,1.1,10.3
1/31/2022,201715,-0.2,2.1,14.9
2/1/2022,220602,2.5,1,19.3
2/2/2022,262782,2,11.6,17.2
2/3/2022,239362,2.3,0.2,13.7
2/4/2022,104315,2.5,0.9,14.8
2/5/2022,73858,1.9,4.5,18.3
2/6/2022,84732,1.7,8.2,22.6
2/7/2022,214088,-0.5,4,17.4
2/8/2022,199525,-0.4,4.2,16.7
2/9/2022,128885,0.4,1.7,17.1
2/10/2022,142482,0.8,1.9,15.5
2/11/2022,107325,0.6,1.4,13.5
2/12/2022,185525,-0.2,0,15.5
2/13/2022,201599,1.2,0,14.2
2/14/2022,205452,1.2,0,7.9
2/15/2022,231850,-0.2,0,7.7
2/16/2022,243940,-0.6,1.5,8.9
2/17/2022,252665,-0.4,0.3,9
2/18/2022,263491,-1.2,0,10.3
2/19/2022,223768,0.6,0,15.4
2/20/2022,209902,2.7,5.5,19.8
2/21/2022,280506,0.5,1.3,16.9
2/22/2022,318123,2.3,0.5,21.3
2/23/2022,250591,5.9,13.8,23.9
2/24/2022,113800,4.9,2.6,17.4
2/25/2022,98709,4.9,5.5,17.9
2/26/2022,109602,4.2,2.9,18.4
2/27/2022,30584,2.3,0.9,10.5
2/28/2022,82556,2.9,0,13.4
3/1/2022,83818,3.6,4.7,13.3
3/2/2022,102261,3.7,3.5,16.8
3/3/2022,162518,4.3,7.7,10.3
3/4/2022,285653,4.3,0,7.2
3/5/2022,238960,5.4,0,10
3/6/2022,235789,6,0,17.6
3/7/2022,253970,6.4,4,11.6
3/8/2022,309579,5.2,0,8.8
3/9/2022,326219,5.4,0,6.8
3/10/2022,159766,5.4,0,7.3
3/11/2022,186591,5.9,0.1,7.3
3/12/2022,284069,5.8,0,15.1
3/13/2022,301214,5.5,5.7,11.8
3/14/2022,369552,5.1,10.9,20.4
3/15/2022,372234,7.2,7.3,21.9
3/16/2022,313346,7.1,1.3,14.5
3/17/2022,247586,5.7,0,14.3
3/18/2022,95595,6.2,2,9.6
3/19/2022,11000,6.2,2.3,14.2
3/20/2022,8541,2.3,7.8,11.2
3/21/2022,111068,2.5,0,20.2
3/22/2022,174006,1,2.8,19.4
3/23/2022,108520,1.8,1,15
3/24/2022,252231,0.4,2.8,21.1
3/25/2022,250078,0.8,3.9,16.2
3/26/2022,166050,0.6,1.3,12.4
3/27/2022,212079,0.5,0,10
3/28/2022,149455,0.9,1.6,15.1
3/29/2022,200238,1.3,0.7,16.9
3/30/2022,181937,0.1,1.5,16.7
3/31/2022,257067,-0.1,0,15.9
4/1/2022,253925,2.3,0,13.3
4/2/2022,106707,3,0,9.7
4/3/2022,103203,2.2,0,13.8
4/4/2022,255070,3.9,0,13.1
4/5/2022,264186,3.9,0.3,11.8
4/6/2022,180909,4.7,1.8,7.9
4/7/2022,247431,4.7,0.2,5.5
4/8/2022,256294,3.5,0,9
4/9/2022,186796,4.6,0.9,4.7
4/10/2022,130731,4.5,0,4.7
4/11/2022,233676,6.4,0.2,9.3
4/12/2022,175618,6.3,1,9
4/13/2022,150463,6.7,0.1,9.3
4/14/2022,123131,6.6,0.1,9.9
4/15/2022,130270,7.7,0,7.1
4/16/2022,105820,6.6,0,6.1
4/17/2022,72074,5.8,0.2,7.7
4/18/2022,138703,5.2,0,7.9
4/19/2022,254779,5.3,0,6.6
4/20/2022,228521,3.4,0.9,13.5
4/21/2022,228058,-0.1,1.1,15
4/22/2022,225477,0.5,1.4,15.1
4/23/2022,158825,0.9,3.9,12.7
4/24/2022,119257,3,1.2,13
4/25/2022,197193,3.2,2.9,12.3
4/26/2022,85945,4.9,2.4,12.2
4/27/2022,98860,1.9,5.7,19.9
4/28/2022,57773,2,4.3,15.2
4/29/2022,90892,2.3,1,9.6
4/30/2022,66244,5.1,5.9,16.1
5/1/2022,41992,6.5,5.6,14.7
5/2/2022,98664,3.4,6.6,21.3
5/3/2022,67987,3.9,1.8,13.8
5/4/2022,99281,6.7,12.8,14.4
5/5/2022,88849,7.4,5.1,6.6
5/6/2022,59558,6.9,0.2,6.1
5/7/2022,42569,6.5,1.9,10.8
5/8/2022,20701,6.8,4.7,11.3
5/9/2022,72976,6,1.3,12.2
5/10/2022,97526,3.7,1.5,12.5
5/11/2022,89631,5.2,0,12.2
5/12/2022,71449,6.6,0.1,8.9
5/13/2022,70388,7.1,0,6.4
5/14/2022,42366,7.9,0,7.9
5/15/2022,27976,7.4,3.3,6.6
5/16/2022,77231,8.3,0,6.4
5/17/2022,6250,9.4,0,9.8
5/18/2022,51613,11.4,0.8,7.5
5/19/2022,57317,11.2,0,10.2
5/20/2022,82773,8.9,0,10.1
5/21/2022,38564,8.2,0,10.5
5/22/2022,28604,7.5,0.4,13.4
5/23/2022,92215,9.7,0,9.3
5/24/2022,62517,10.7,0,9.2
5/25/2022,71940,11.1,0,7.9
5/26/2022,26837,11.2,0,11
5/27/2022,72846,11.3,0,8.8
5/28/2022,24358,10.2,0,8.7
5/29/2022,14789,8.1,0,14.2
5/30/2022,63201,6.7,6.1,14.9
5/31/2022,58163,7.6,0.7,15.8
6/1/2022,67850,7.2,0.6,13.8
6/2/2022,72802,7.6,0.1,9.2
6/3/2022,77755,7.7,0,9.8
6/4/2022,27663,8,0,7.4
6/5/2022,15341,9.5,1.1,8.4
6/6/2022,26110,10.4,1.4,8.4
6/7/2022,48121,9.6,0.4,8
6/8/2022,45945,9.5,3.3,5.9
6/9/2022,50136,8.8,0,4
6/10/2022,52096,8.4,0,3.9
6/11/2022,34868,9.5,0,7.8
6/12/2022,12823,10.9,0.5,10.5
6/13/2022,69969,10.5,0.7,4.2
6/14/2022,55002,9.8,0.6,10.4
6/15/2022,59507,8.4,6.8,13.7
6/16/2022,55800,8.7,1,13.3
6/17/2022,66169,10.2,6.2,15
6/18/2022,27569,10.3,0.6,11.9
6/19/2022,10779,11.9,0.1,9
6/20/2022,79462,13.3,0,8.6
6/21/2022,28835,14.5,0,10.3
6/22/2022,54729,15.6,0,10
6/23/2022,45300,11.5,1.6,9.6
6/24/2022,36460,11.6,0.6,8.8
6/25/2022,16091,15.4,0,7.1
6/26/2022,13745,15.1,0,10.9
6/27/2022,51790,13.6,6.9,8.7
6/28/2022,49781,13.7,0,7.9
6/29/2022,39021,12.4,1.8,9.4
6/30/2022,35323,11.1,4,8.4
7/1/2022,35582,10.4,3.5,9.7
7/2/2022,17480,11.2,3,10.4
7/3/2022,14416,12.4,1.6,8.3
7/4/2022,39183,13.1,0.1,4.8
7/5/2022,37424,12.5,0,10.1
7/6/2022,26458,13.6,0.1,9.6
7/7/2022,29312,12.9,0,9.8
7/8/2022,35675,12.1,0,8.3
7/9/2022,23750,9.9,4.5,10.4
7/10/2022,13745,10.7,2.8,7
7/11/2022,52613,10.9,0.7,6.9
7/12/2022,34703,11.8,0.6,9.5
7/13/2022,30842,12.5,0.5,5.1
7/14/2022,33438,12.4,0,10.4
7/15/2022,38010,11.8,1.5,9.7
7/16/2022,8463,11,1.6,10.3
7/17/2022,9812,11.6,0.7,10.3
7/18/2022,23968,11.9,0,8.9
7/19/2022,21121,12.5,0.6,9.9
7/20/2022,42056,11.9,1.7,13.2
7/21/2022,35269,10.8,0,14
7/22/2022,22113,11.3,0.9,8.7
7/23/2022,12102,12.6,0.4,7.3
7/24/2022,13066,14.6,0,6.6
7/25/2022,37039,14.5,0,7.2
7/26/2022,25741,11,0.1,12
7/27/2022,27403,11.8,11.7,8
7/28/2022,30412,13.3,0,9.5
7/29/2022,29045,13.1,9.8,9.6
7/30/2022,8957,11.9,8.8,13.5
7/31/2022,16136,11.9,4.1,13.2
8/1/2022,45365,11.2,0.9,12.2
8/2/2022,45141,12.3,0.1,9.8
8/3/2022,49658,12.7,4.8,11.6
8/4/2022,54561,12.7,6.5,15.1
8/5/2022,49423,11.2,23.1,15.7
8/6/2022,20100,11.2,1.4,12
8/7/2022,14321,11.4,1.2,11.9
8/8/2022,51851,11.7,0.7,9.9
8/9/2022,58479,14.1,0,7.8
8/10/2022,42047,13.7,0.3,6.5
8/11/2022,36387,10.2,25,13.5
8/12/2022,21386,11.9,0.6,10.6
8/13/2022,16236,15,0,9.7
8/14/2022,23922,12.2,0.2,10.1
8/15/2022,76557,12.7,1.1,8.4
8/16/2022,72683,12.3,7.1,13.7
8/17/2022,80458,11.1,1.4,14.1
8/18/2022,80169,12.7,0.1,9.1
8/19/2022,81065,14.1,0,6.4
8/20/2022,57190,14.1,0,9.8
8/21/2022,37561,12.1,0.5,13.2
8/22/2022,76885,11.1,4.3,14.3
8/23/2022,55168,10.6,1.9,10.5
8/24/2022,53557,10.4,1.1,8.8
8/25/2022,62671,10.1,0.3,10.3
8/26/2022,101433,11.1,0,6.8
8/27/2022,41730,11.5,0,7.1
8/28/2022,33180,11,0,5.5
8/29/2022,67255,11.6,0,6
8/30/2022,87306,11.1,0,5.9
8/31/2022,78882,9.8,0,7.4
9/1/2022,82424,10,1,6.2
9/2/2022,78437,10.6,0,5.9
9/3/2022,35632,9.9,0,6
9/4/2022,22327,10.3,0,5
9/5/2022,92087,10,0.7,8
9/6/2022,65337,10.8,1.1,7.3
9/7/2022,97262,11.5,0,12.6
9/8/2022,75527,11,7.2,12.7
9/9/2022,102434,11.8,4.8,10
9/10/2022,54361,12.1,0,8.6
9/11/2022,38423,11.7,0,13.1
9/12/2022,101547,10,0.6,15.2
9/13/2022,98564,9.3,2,15.3
9/14/2022,55811,9,0.4,11.8
9/15/2022,66254,10.9,1.2,14.1
9/16/2022,83861,12.2,4,11.4
9/17/2022,17956,11.6,2.6,9.3
9/18/2022,12158,10.3,0.5,7.4
9/19/2022,40016,11.1,0.1,14.9
9/20/2022,65808,12.4,0,13.6
9/21/2022,66919,11.4,0,12.4
9/22/2022,84247,10.9,0,6.9
9/23/2022,86090,10.4,0,4.3
9/24/2022,46186,10.2,0,6.7
9/25/2022,34138,9.9,0.1,9
9/26/2022,84847,10.8,0,6.2
9/27/2022,78513,10.1,2.1,9
9/28/2022,91062,10,3.5,9.5
9/29/2022,109215,10.4,7.2,11.8
9/30/2022,102498,9.1,4.1,17.5
10/1/2022,52294,9.1,3.4,15.9
10/2/2022,29514,7.9,5.3,11.4
10/3/2022,95681,8.6,1.2,14.8
10/4/2022,93223,10.5,5.6,13.7
10/5/2022,77492,7.8,3.2,18.6
10/6/2022,48937,7.3,1.6,15.3
10/7/2022,25768,8.6,13.7,14.6
10/8/2022,13897,8.2,0.3,11
10/9/2022,25684,8.6,0.9,10.6
10/10/2022,46449,7.8,4.5,12
10/11/2022,60558,7.1,0.8,12.1
10/12/2022,45616,6.6,1.5,11.4
10/13/2022,63472,6.9,2.2,13.2
10/14/2022,84566,6.4,0.9,7.9
10/15/2022,54971,6.1,1.7,8.5
10/16/2022,31414,5.4,1.7,14.8
10/17/2022,88461,4.5,2.7,14.3
10/18/2022,96234,4.7,0.1,9
10/19/2022,74188,6.3,0.1,9
10/20/2022,78752,6.2,0,4.7
10/21/2022,100428,7.3,0.8,5
10/22/2022,51709,8.1,4,8.4
10/23/2022,31542,5.8,2.5,16.6
10/24/2022,61631,7.3,0.5,15.2
10/25/2022,107415,8.5,0,8.8
10/26/2022,127121,9.5,2.2,9.5
10/27/2022,115601,9.9,0.7,12.1
10/28/2022,117734,9.5,1.4,7.3
10/29/2022,35651,9,2.7,8.5
10/30/2022,41021,8.8,2.1,7.9
10/31/2022,68078,7.8,4.2,7.3
11/1/2022,115290,6.2,0.9,9.4
11/2/2022,82004,5.9,0,10.2
11/3/2022,116413,4.7,0.1,12.4
11/4/2022,110200,5.2,0.3,11.1
11/5/2022,63314,8.4,19.5,16.7
11/6/2022,53846,7.4,6.7,18.5
11/7/2022,87012,7.9,0.6,10
11/8/2022,102557,6.6,0,8.5
11/9/2022,90737,6.1,0.2,10.1
11/10/2022,106187,7,0,8.9
11/11/2022,78882,7.3,0,7.5
11/12/2022,63082,7,0.1,7.3
11/13/2022,39636,5.9,0,6.6
11/14/2022,129512,6.2,0,5.7
11/15/2022,115834,5.5,0.1,7.3
11/16/2022,133878,3,0,8.3
11/17/2022,146935,4.1,0,10.4
11/18/2022,140198,3,0,10.3
11/19/2022,78612,4.6,0,8.1
11/20/2022,79245,5.6,0,11.1
11/21/2022,140381,7,2.7,12.5
11/22/2022,113875,7.3,0.2,12.5
11/23/2022,109329,6.7,0,10.6
11/24/2022,80382,5.1,3.7,10.8
11/25/2022,86026,4.7,0.5,5.1
11/26/2022,80641,4,0,7.9
11/27/2022,49951,4.2,0,8.4
11/28/2022,88072,4.6,0,13
11/29/2022,104592,4.8,4.4,18.6
11/30/2022,92046,0.9,6.3,22
12/1/2022,138227,3.2,9.6,18.7
12/2/2022,131884,1.5,0,11.6
12/3/2022,52654,2.5,0,11.3
12/4/2022,31657,-0.1,0,10.6
12/5/2022,76862,-0.2,2.2,9.4
12/6/2022,44565,-1,0,6.7
12/7/2022,54388,-1,0.5,6.8
12/8/2022,77906,1.2,1.1,11.7
12/9/2022,65100,0.4,4.2,15.9
12/10/2022,28855,-1.4,3.1,18.4
12/11/2022,32947,0.3,3.6,16
12/12/2022,89505,2.4,0.6,14.5
12/13/2022,69727,2,5.5,21.9
12/14/2022,64676,1.3,0.4,13.6
12/15/2022,30691,1.6,0.3,9.1
12/16/2022,27022,2,1.2,16.4
12/17/2022,27147,2,3.2,18.7
12/18/2022,16633,0.7,1.8,14.9
12/19/2022,39670,1.6,0,13.6
12/20/2022,26134,3.4,1.7,13.2
12/21/2022,27354,4.1,1.1,16
12/22/2022,4938,1.5,2.5,24.2
12/23/2022,3218,3,0,15.5
12/24/2022,20,4.8,0.5,18.5
12/25/2022,15,3.9,3,15.5
12/26/2022,5162,3.2,4.6,16.7
12/27/2022,14411,3.2,3.1,17.6
12/28/2022,16323,3.5,11.3,14.7
12/29/2022,10990,1.1,0,12.4
12/30/2022,7868,-1.5,0,11.9
12/31/2022,4989,-1.7,0,11.4
1/1/2023,4017,0.4,0,8.9
1/2/2023,29319,3.1,0.2,12.4
1/3/2023,73112,4.7,2.3,14.5
1/4/2023,136240,5,0.1,11.1
1/5/2023,122429,3.7,0.2,11.7
1/6/2023,141699,4.7,8.6,10
1/7/2023,83663,3.3,2.9,9.2
1/8/2023,41631,0.3,2,13.6
1/9/2023,86733,1.1,0.2,10.3
1/10/2023,137573,1.8,0,10.7
1/11/2023,168784,2.9,0.2,8.5
1/12/2023,163414,2.6,0,12.3
1/13/2023,185810,2.7,1.6,10.7
1/14/2023,92491,3,4.4,13.4
1/15/2023,83955,4.2,1.3,19.5
1/16/2023,197755,6,14.4,19.9
1/17/2023,212914,4.5,7,20.5
1/18/2023,198102,3.7,2.5,16.1
1/19/2023,172837,4.3,8.5,15.6
1/20/2023,129684,1.9,1.9,15.7
1/21/2023,93355,5.1,3,18.2
1/22/2023,45338,2.6,9,19.3
1/23/2023,34420,2.4,5.8,14
1/24/2023,52069,3,3.2,14.8
1/25/2023,47846,2.6,0.9,11.1
1/26/2023,111210,1.7,0.7,10.1
1/27/2023,62735,1,0.5,10.1
1/28/2023,34642,1.7,3.6,8.4
1/29/2023,39912,2.9,3.2,16.4
1/30/2023,128093,4.3,2.3,17.5
1/31/2023,188697,7.3,2.1,18.7
2/1/2023,204007,6.1,8.9,19.5
2/2/2023,248926,6.5,2.7,23.2
2/3/2023,262855,2.2,17.9,22.2
2/4/2023,156916,0,3.1,19.8
2/5/2023,68771,1.3,2.4,15.9
2/6/2023,68415,5.9,5.3,21.5
2/7/2023,40285,5,0.2,21.4
2/8/2023,20009,6.8,3,12.1
2/9/2023,23225,6.2,0.6,13.3
2/10/2023,33839,5,6,17.7
2/11/2023,56175,3,3.3,11.1
2/12/2023,23918,2.9,7.8,8.4
2/13/2023,49262,2.7,0.6,7.8
2/14/2023,106377,1.7,2,11.9
2/15/2023,144518,1.2,0,10.6
2/16/2023,160695,2,0.6,19
2/17/2023,248441,1.5,1.9,19.3
2/18/2023,213907,0.3,2.5,16
2/19/2023,174405,2.1,0.5,15.3
2/20/2023,197597,5.2,1.4,10.6
2/21/2023,321761,4.8,1.3,14.4
2/22/2023,302371,4,0,14.4
2/23/2023,93111,5.1,0,17.9
2/24/2023,147303,2.9,0.5,19.8
2/25/2023,126875,-0.4,5.3,19.2
2/26/2023,139749,1.4,2.5,24.8
2/27/2023,166858,-0.8,1.9,22.4
2/28/2023,170061,-3.1,0.5,16.5
3/1/2023,175073,-3.5,2.1,9.8
3/2/2023,121813,-4.3,1.6,11
3/3/2023,134043,-0.8,1,13.4
3/4/2023,82288,-2.4,1.3,13.4
3/5/2023,165272,-1.2,0.8,10.9
3/6/2023,227982,-0.5,0.1,12.1
3/7/2023,331468,-0.5,1.2,10.6
3/8/2023,369531,-0.6,0,10.6
3/9/2023,293998,0.3,0,14.4
3/10/2023,309558,0,0.6,15.6
3/11/2023,193382,0.1,0,17.6
3/12/2023,201911,0.8,0.1,17.5
3/13/2023,276713,1.1,0,12.3
3/14/2023,316133,0.9,0.3,16.1
3/15/2023,274864,0,3.1,19
3/16/2023,306496,-1.2,6.3,12
3/17/2023,284297,-1.3,0,15.3
3/18/2023,237722,-0.5,0.3,14
3/19/2023,253131,-1.3,0,14.8
3/20/2023,353619,-0.2,0,10
3/21/2023,209398,-0.3,0.3,6.1
3/22/2023,282329,-0.6,0,5.7
3/23/2023,306295,-1.1,0,5.1
3/24/2023,346338,1.2,0.2,13.8
3/25/2023,237432,2.2,0.5,15.6
3/26/2023,251835,2.1,0.4,13.4
3/27/2023,347404,1.8,0,6.8
3/28/2023,327966,4.1,0.4,15.2
3/29/2023,357734,4.7,1.8,7.3
3/30/2023,221284,5.7,0,7.5
3/31/2023,113453,6.1,0,9.5
4/1/2023,108508,5,0,12.4
4/2/2023,202577,4.6,5.6,13.2
4/3/2023,182862,4.3,0.5,6.2
4/4/2023,180393,5.4,0,8.1
4/5/2023,185285,6.5,0,11.4
4/6/2023,119210,6.6,0,10.1
4/7/2023,126118,7.1,0,9.7
4/8/2023,110849,6.2,0,11.6
4/9/2023,125068,6.3,0,7.3
4/10/2023,198895,6,1.3,9.1
4/11/2023,266416,7,0.7,6.7
4/12/2023,257687,7.2,0,7.3
4/13/2023,240115,7,3,9.7
4/14/2023,249335,6.2,0.6,9.6
4/15/2023,205293,5.6,0,9.7
4/16/2023,146931,1.5,2.7,16.2
4/17/2023,242140,0.5,1.6,9.8
4/18/2023,208156,2.2,0.3,6.4
4/19/2023,166095,3.3,0,10
4/20/2023,160100,3.4,0,10.1
4/21/2023,164346,3.9,1,5.9
4/22/2023,38181,4.6,0,7.1
4/23/2023,47417,4.8,0,7.5
4/24/2023,150740,4.6,0,11.4
4/25/2023,175847,4.4,8.2,12.5
4/26/2023,131794,2.7,1.7,16
4/27/2023,143201,2,0.7,12
4/28/2023,131607,3.2,0.8,9.7
4/29/2023,80322,4.1,0.1,6.4
4/30/2023,40848,5.4,0.4,4.4
5/1/2023,49076,6.5,0,11
5/2/2023,93981,8.1,1.5,8.5
5/3/2023,56711,7.5,0.5,7
5/4/2023,93144,8.6,3.5,7.7
5/5/2023,73834,7.4,0.4,7.3
5/6/2023,42810,7.5,2.7,8.7
5/7/2023,35007,7.3,0.8,11
5/8/2023,76819,8.2,4.1,8.8
5/9/2023,97788,8.6,0.1,8.1
5/10/2023,77230,7.9,0,8.9
5/11/2023,83577,6.2,0.5,14.8
5/12/2023,65431,6.6,0.3,11.1
5/13/2023,24594,8.5,2.6,12.2
5/14/2023,15961,8.1,0.1,13.8
5/15/2023,69212,8.5,13.4,13.4
5/16/2023,63770,8.4,4.4,6.1
5/17/2023,5439,8.4,0,7.3
5/18/2023,21307,7.7,4.3,17.2
5/19/2023,34431,4.8,5.2,18.1
5/20/2023,20158,4.7,4.1,16.3
5/21/2023,19954,6.2,0.2,13.4
5/22/2023,47361,6.9,14.2,13.2
5/23/2023,67162,6.3,2.6,14.5
5/24/2023,37686,7,2.1,13.5
5/25/2023,31161,4.7,2.5,15.7
5/26/2023,21961,5.4,1.9,15.9
5/27/2023,14268,6.6,0.6,10.7
5/28/2023,5749,6.7,4.5,11.2
5/29/2023,17433,6.9,0.8,12.9
5/30/2023,41157,6.2,1.7,13.4
5/31/2023,42693,5.7,0.3,7
6/1/2023,31908,6.9,6.7,10.3
6/2/2023,45240,7.2,2.2,10.2
6/3/2023,22994,7.4,0.7,6.4
6/4/2023,40762,9.2,0.1,5.8
6/5/2023,51919,10,0,14.7
6/6/2023,47197,9.1,2.6,9.3
6/7/2023,50482,7.9,0,10.4
6/8/2023,62607,7.7,0.1,5.9
6/9/2023,50727,8,0,7.6
6/10/2023,37791,8.1,0,11.4
6/11/2023,32713,8.3,0.1,11.9
6/12/2023,44541,13.1,0,5.3
6/13/2023,37627,10.9,0.2,5.7
6/14/2023,30731,13.8,0,7.3
6/15/2023,41642,12.3,0.8,6
6/16/2023,52430,13.1,0,11.5
6/17/2023,28621,10.9,0.9,10.5
6/18/2023,18768,9.8,0.7,8.7
6/19/2023,60436,10.6,0.1,8.2
6/20/2023,49578,12.1,0,8.8
6/21/2023,60478,14.3,0,9.3
6/22/2023,49916,11.5,0,7.1
6/23/2023,59549,10.6,0.1,7.7
6/24/2023,22715,13.5,0.6,10.6
6/25/2023,17993,11.7,0,7.4
6/26/2023,72075,11.4,0,13
6/27/2023,65798,11.6,0.1,13.2
6/28/2023,66921,12,0.1,7.6
6/29/2023,63188,11.2,0,8.4
6/30/2023,51409,11.3,0,8.5
7/1/2023,23766,10.5,0,7.8
7/2/2023,10032,9.9,0.3,5.3
7/3/2023,22217,10.2,0,4.1
7/4/2023,47668,11.8,0.2,6.4
7/5/2023,38516,13.5,0.5,5.8
7/6/2023,41044,16.9,0,8.4
7/7/2023,42256,16.2,0.2,6.9
7/8/2023,30687,15.1,0.1,8.7
7/9/2023,19299,13,2.4,11.6
7/10/2023,59960,13.5,0,11.3
7/11/2023,41999,13.5,9.4,10.5
7/12/2023,41345,13.3,1.2,11.3
7/13/2023,43146,13.6,0,6.4
7/14/2023,50095,12.2,0.1,9.1
7/15/2023,18253,12,0,9.9
7/16/2023,16578,12.5,0,8.4
7/17/2023,58620,12.9,0.3,3.3
7/18/2023,28646,13,0,3.9
7/19/2023,44817,12.8,0.7,8.9
7/20/2023,31971,11.7,0.1,9.7
7/21/2023,43240,11.7,0,7.5
7/22/2023,17360,12.4,0,7
7/23/2023,10945,12.3,0,12.1
7/24/2023,49101,12.1,0.1,12.7
7/25/2023,41187,14.5,0.1,8.8
7/26/2023,45084,15.5,0,8.8
7/27/2023,46815,15.2,3.2,6.5
7/28/2023,40021,15,8.5,12.6
7/29/2023,17171,12.9,1,11.1
7/30/2023,10378,12,0.4,9
7/31/2023,55098,12.8,0,6.5
8/1/2023,57182,12.1,0,11.3
8/2/2023,58278,16.7,1.6,14.8
8/3/2023,50096,17.5,0,13.9
8/4/2023,66294,15.3,0,7
8/5/2023,27816,15.5,0,6.1
8/6/2023,18261,15.4,0.1,5
8/7/2023,64754,14.8,0,7
8/8/2023,50938,14.6,0.3,5.1
8/9/2023,41419,14.4,6,5.9
8/10/2023,56755,12.9,0.4,12.3
8/11/2023,61414,11.9,0,11.9
8/12/2023,30019,12.5,0.2,7.7
8/13/2023,28455,12.7,0,8.8
8/14/2023,81042,14.4,0,9
8/15/2023,61944,14,8.1,6.1
8/16/2023,62672,13.5,0.1,5.2
8/17/2023,53515,13.6,0,5.7
8/18/2023,51998,12.9,0,6.8
8/19/2023,25986,13.3,0.1,7.4
8/20/2023,22885,14.4,0,7.1
8/21/2023,71212,14.8,0,7.3
