date,weight,temp,nedbor,vind
8/22/2023,66297,15.2,0.1,5.1
8/23/2023,73961,14.3,0,8.6
8/24/2023,71561,13.6,11.6,8.3
8/25/2023,83898,14,4.8,6.6
8/26/2023,44544,12.7,0.1,7.2
8/27/2023,29791,12.7,0.3,5
8/28/2023,98305,12.5,0,14.5
8/29/2023,86864,11.6,4.2,15.4
8/30/2023,71053,10.8,9.2,14.8
8/31/2023,86315,11.4,3.4,15.1
9/1/2023,90389,12.4,0.4,9
9/2/2023,44458,13.5,6.8,13.5
9/3/2023,32446,13.8,1.3,12.1
9/4/2023,68908,12.2,9.5,13.8
9/5/2023,37858,10.7,2,9.7
9/6/2023,44131,10.5,9,10.6
9/7/2023,69173,8.5,0.2,9.9
9/8/2023,86344,8.7,1.8,9.1
9/9/2023,40398,10.2,0.2,8.5
9/10/2023,38276,10.3,8.1,10.8
9/11/2023,73744,9.4,0.5,10.7
9/12/2023,82676,10.6,0,8.5
9/13/2023,98131,10.1,0,19.2
9/14/2023,85817,8.6,0.1,19.5
9/15/2023,115520,9,0,14.1
9/16/2023,57001,10.7,3.2,7.5
9/17/2023,37247,8.9,0.8,6.6
9/18/2023,106936,9.5,0,7.4
9/19/2023,68034,10.9,2.1,9.8
9/20/2023,28135,12.5,9.8,17
9/21/2023,65552,12,0.4,13.2
9/22/2023,74365,10.9,0.1,11.5
9/23/2023,38404,11.7,9.6,11.3
9/24/2023,36854,10,1.9,11.5
9/25/2023,90825,8.1,1.2,11.4
9/26/2023,66934,8,0.4,8.1
9/27/2023,40766,9.1,6.9,6.5
9/28/2023,81055,6.2,5.9,16.3
9/29/2023,87694,5,1.5,15.7
9/30/2023,48530,5,1.5,13
10/1/2023,37217,5.2,2.7,16.3
10/2/2023,81974,5.2,4,13.3
10/3/2023,97238,5.6,1.1,8.6
10/4/2023,62567,6.7,7.6,12.7
10/5/2023,55067,8.2,19.4,13.7
10/6/2023,76869,6.9,13.2,12.1
10/7/2023,27736,6.7,0,11.6
10/8/2023,23404,7.4,0.1,14.9
10/9/2023,92349,6.4,0.3,17.5
10/10/2023,103820,6.8,1.5,16.1
10/11/2023,52816,6.5,0,9
10/12/2023,68327,6.1,0,11.5
10/13/2023,74678,4.7,0,6.2
10/14/2023,38214,3.7,0,5.1
10/15/2023,25747,6.2,0,8.1
10/16/2023,41315,6.5,0,8.9
10/17/2023,82686,6.6,0,6.5
10/18/2023,107316,6.4,0.1,10.9
10/19/2023,119273,6.2,2.9,6.9
10/20/2023,108207,6.4,5.6,7.3
10/21/2023,44484,6.4,3,5.4
10/22/2023,32110,4.2,2.6,9.6
10/23/2023,107042,3.7,4.6,10.1
10/24/2023,106782,3.6,0.8,9.5
10/25/2023,126986,4.6,0.5,8.8
10/26/2023,129423,4.2,0.3,8.2
10/27/2023,147119,3.8,0,10.5
10/28/2023,78754,4.3,0,15.8
10/29/2023,68417,4.2,0,20.9
10/30/2023,132111,5.3,0,18.6
10/31/2023,115856,5.4,2.8,4.7
11/1/2023,103919,6.7,3.6,4.4
11/2/2023,115611,5.3,0,7.6
11/3/2023,113322,5.3,0,5.5
11/4/2023,53466,4.6,0.3,11.2
11/5/2023,40674,4.2,0,10.7
11/6/2023,101899,3.2,0,5.7
11/7/2023,121718,3.4,0,8.4
11/8/2023,119961,3.1,0,7.8
11/9/2023,118911,3.2,0,9.3
11/10/2023,107258,2.2,0.2,6.6
11/11/2023,71122,3,2.6,9.8
11/12/2023,80038,2.9,0.8,12.7
11/13/2023,133775,2.3,3,10.6
11/14/2023,141474,2.2,1.3,10.9
11/15/2023,134576,1.2,1.6,14.7
11/16/2023,133320,3.5,3.4,23.7
11/17/2023,99078,2.1,16.3,13.8
11/18/2023,69252,3.3,2.2,16
11/19/2023,67842,2.8,0.8,8.5
11/20/2023,138974,3.9,0.2,8.9
11/21/2023,143133,1.9,0.1,7.5
11/22/2023,43952,1.1,0,13.1
11/23/2023,59470,2.1,0,13.7
11/24/2023,98355,1,0,8
11/25/2023,74683,1.7,1.3,8.4
11/26/2023,76422,1,0,5.8
11/27/2023,129974,1.6,0.2,7.2
11/28/2023,145015,1,0,8.8
11/29/2023,106790,0.8,3.8,9.9
11/30/2023,117890,1.3,0.4,12.1
12/1/2023,120650,1.2,12.3,13
12/2/2023,102074,1.1,1.5,16.5
12/3/2023,56426,1.9,0,15.1
12/4/2023,149942,1.8,0.1,11.1
12/5/2023,114793,2,0,9.2
12/6/2023,85006,1,1.1,10.7
12/7/2023,61889,0.9,0.1,12.5
12/8/2023,43777,1.9,0.2,11.9
12/9/2023,36155,2.9,0.3,15.1
12/10/2023,19699,4.6,5.3,21
12/11/2023,92499,4.7,9.4,24.7
12/12/2023,121117,4.6,6.9,17.5
12/13/2023,82476,3.5,8.2,21.4
12/14/2023,99456,0.4,5.5,14.6
12/15/2023,39143,0.3,2.7,10.3
12/16/2023,15478,0.9,1.2,7.8
12/17/2023,8001,0.8,0,8.8
12/18/2023,19438,0.3,0,6.7
12/19/2023,27027,0.9,0.4,6.5
12/20/2023,35792,1.4,0,18.5
12/21/2023,15363,1.9,5,19.5
12/22/2023,13480,1.3,1.7,12.9
12/23/2023,167,0.8,2.5,9.7
12/24/2023,998,0.2,0.1,7.3
12/25/2023,31,-1.4,0,9.2
12/26/2023,1108,-1,0,11.7
12/27/2023,24266,-2.4,0,7.7
12/28/2023,6530,-3.3,0,6.6
12/29/2023,17499,-2.7,0.1,11.5
12/30/2023,11441,1.5,1.1,13.6
12/31/2023,5256,1,0,10.3
1/1/2024,3137,3.7,0.6,13.1
1/2/2024,60029,4.8,1,11.7
1/3/2024,89557,6,3.5,13.2
1/4/2024,114336,4.2,1.2,16
1/5/2024,120751,3.1,1,16.2
1/6/2024,115976,2.9,6.5,16.2
1/7/2024,74849,2.3,6.5,14.4
1/8/2024,133817,-1,0.2,18.3
1/9/2024,106116,-2.2,0.3,9.6
1/10/2024,90912,-4.1,1.5,12.1
1/11/2024,123190,-6.2,0,12.1
1/12/2024,150936,-3.1,0.2,15.5
1/13/2024,114593,-2.3,0,9
1/14/2024,86808,-1,1,12.2
1/15/2024,138880,2,0.8,14.5
1/16/2024,167374,2.7,3.5,15.5
1/17/2024,145239,2.8,3.1,12.8
1/18/2024,134191,2.4,0.5,12.1
1/19/2024,191222,2.6,0,9.7
1/20/2024,85106,3,0.1,14.1
1/21/2024,67239,4.7,5.1,21.6
1/22/2024,100821,5.6,13.9,21.4
1/23/2024,107362,5.2,17.1,30.4
1/24/2024,146702,6.2,3.5,22.8
1/25/2024,214051,4,11.6,21.9
1/26/2024,176174,1,25.1,32.6
1/27/2024,42132,2.6,2.9,17.3
1/28/2024,29929,1.8,7,23.7
1/29/2024,23948,1.6,5.3,16.1
1/30/2024,49833,-0.3,0.6,13.2
1/31/2024,38164,-0.8,0.4,7.8
2/1/2024,22229,0.1,4.7,12.4
2/2/2024,21020,0.1,1.4,17.3
2/3/2024,61169,0.9,5,20
2/4/2024,64197,-0.1,2.6,8.8
2/5/2024,150535,-0.1,8.6,10.3
2/6/2024,229580,-0.1,0.4,13.8
2/7/2024,230943,1.7,0,14.7
2/8/2024,188527,0.1,0.3,13.9
2/9/2024,140297,1.4,0,8.1
2/10/2024,119094,1.8,5.2,13.3
2/11/2024,119118,-0.1,1.1,14.9
2/12/2024,238284,0.6,0,8.8
2/13/2024,165848,0.6,0,5.6
2/14/2024,167561,3.5,6.7,10.1
2/15/2024,197830,4.1,3.3,14.2
2/16/2024,233052,4.2,1,12.7
2/17/2024,141631,5.1,0.5,14.2
2/18/2024,134378,5,1.9,20.7
2/19/2024,184868,4.5,9.1,17.8
2/20/2024,189127,3.3,5.1,10.7
2/21/2024,222471,3.7,0.8,17.6
2/22/2024,242432,4,1.5,18.7
2/23/2024,239999,4.8,6.3,16.5
2/24/2024,51793,6.6,2.4,18.6
2/25/2024,32313,5.8,0.3,9.4
2/26/2024,139993,5.5,0,11.3
2/27/2024,136988,5,0.3,12.3
2/28/2024,80086,4.1,0,6.1
2/29/2024,152145,4.6,0,4.3
3/1/2024,99677,3.7,0.1,5.3
3/2/2024,147466,4.2,0.5,7.1
3/3/2024,234450,4.1,0,9.6
3/4/2024,292382,3.5,0,7.9
3/5/2024,288020,3.5,0,5.2
3/6/2024,303639,2.8,0.9,5.8
3/7/2024,277815,2.6,0,12.6
3/8/2024,328311,3.2,3,13.6
3/9/2024,236829,1.7,10,17.7
3/10/2024,202399,-2.8,0.4,19.8
3/11/2024,298771,0.4,0.7,14.5
3/12/2024,256519,4.7,0.3,16.1
3/13/2024,302772,5,4.2,9.3
3/14/2024,196217,4.9,0.6,12.7
3/15/2024,137360,4.5,1.7,13.3
3/16/2024,79767,4.3,9.4,12.5
3/17/2024,87824,3.3,10.6,9
3/18/2024,82344,1.3,0.6,17.4
3/19/2024,197087,0.7,0.4,10.5
3/20/2024,195948,0.9,1.1,8
3/21/2024,205430,1.1,0.4,7.2
3/22/2024,181301,1.8,0,13.2
3/23/2024,162528,2.4,0,15.8
3/24/2024,96603,1.4,0.4,13.2
3/25/2024,199876,1.7,1.4,10.6
3/26/2024,185212,0.2,0,16.3
3/27/2024,140572,-1.6,0,13.7
3/28/2024,94738,-0.5,0,10.7
3/29/2024,52442,-0.8,2,7.3
3/30/2024,66906,-0.8,0.1,6.9
3/31/2024,46273,0.7,0.4,3.3
4/1/2024,52489,2.5,0,12.8
4/2/2024,106023,4.6,9.9,8.7
4/3/2024,158024,6.6,4.5,11.8
4/4/2024,212027,5.3,0,10.3
4/5/2024,172979,4.2,5.4,16
4/6/2024,165559,5.5,0,12.7
4/7/2024,98091,6.2,11.9,15.8
4/8/2024,167882,3,1.3,14.9
4/9/2024,142991,2.8,0.7,9.8
4/10/2024,129212,3.6,0,9.3
4/11/2024,132409,3.4,0.2,8.2
4/12/2024,139188,3.6,0,9.7
4/13/2024,47619,4.6,0.2,9.3
4/14/2024,38263,4.6,0,8.6
4/15/2024,131490,4.9,0,9.7
4/16/2024,135977,4.1,0,12
4/17/2024,170395,3.9,0.1,11
4/18/2024,156361,3.9,1.2,10.9
4/19/2024,139014,4.2,1.5,8.7
4/20/2024,74274,5.9,4.2,7.7
4/21/2024,52603,5.9,0,5.9
4/22/2024,119885,6.4,0,6.8
4/23/2024,108076,6.3,0,11.7
4/24/2024,112498,7.9,3.2,8.9
4/25/2024,123312,8.5,0,6.9
4/26/2024,121059,8.3,0,7.3
4/27/2024,51499,6.6,0,7.8
4/28/2024,38563,5.4,0,7.7
4/29/2024,107519,5.9,0,11.2
4/30/2024,100635,5.7,0,12.9
5/1/2024,51774,6.4,0,8.7
5/2/2024,125874,6.7,2.8,10.6
5/3/2024,104171,5.6,3.4,16.4
5/4/2024,51036,6.2,8.8,13.2
5/5/2024,21630,7.1,0.4,10.8
5/6/2024,75808,7.9,2.4,9.6
5/7/2024,69077,9.7,3,8
5/8/2024,70885,10.2,0,12.8
5/9/2024,27684,7.6,6.4,12.4
5/10/2024,54729,9.5,0,8.4
5/11/2024,31315,12.6,0,7.1
5/12/2024,22699,7.1,0,7.4
5/13/2024,85454,6,5.4,13.3
5/14/2024,57535,4.8,1.5,12.6
5/15/2024,67622,6.1,0,9.7
5/16/2024,39980,9.3,0,8
5/17/2024,2579,11.1,0,9.2
5/18/2024,24323,7.6,0,10.6
5/19/2024,16236,8.5,0,11
5/20/2024,19094,12.5,0,9.4
5/21/2024,71766,13.1,0,5.4
5/22/2024,49885,12.3,0,7.8
5/23/2024,56824,11.4,0,10.3
5/24/2024,52421,12.5,0,9.2
5/25/2024,9150,10.7,0,5.3
5/26/2024,18317,10.8,0.7,7.6
5/27/2024,64371,10.9,0.4,8.9
5/28/2024,60355,10.9,11.1,13.8
5/29/2024,53592,10.5,1.2,11.3
5/30/2024,45564,14.2,0.2,13.7
5/31/2024,43761,9.6,0.3,12.2
6/1/2024,19463,10.2,0.6,8.4
6/2/2024,28063,10.3,0,9.8
6/3/2024,48748,10.4,0.1,10.1
6/4/2024,37832,9.7,0,10.2
6/5/2024,40201,8.8,0,10.8
6/6/2024,53051,9.5,1.8,8.3
6/7/2024,58881,10.4,0.6,8.1
6/8/2024,30313,10.1,0,10.1
6/9/2024,28717,9.3,0.1,9.8
6/10/2024,61377,9.5,0,8.9
6/11/2024,44779,14.7,0.2,5.8
6/12/2024,48926,15.6,0,6.5
6/13/2024,87360,11,0,12.9
6/14/2024,57419,11,2.7,14
6/15/2024,37340,10.3,6.8,16.6
6/16/2024,28441,12.2,0.3,8.1
6/17/2024,61446,12.3,0,11.7
6/18/2024,63769,10.9,4.8,12.9
6/19/2024,57042,11.2,3.7,13.4
6/20/2024,31635,11.4,2.4,7.3
6/21/2024,23713,11.9,0,7.9
6/22/2024,27664,15.8,0,12.9
6/23/2024,24577,12.4,6.4,12.1
6/24/2024,51291,11.5,36.3,15.5
6/25/2024,36510,13.4,1,9
6/26/2024,42263,12.3,0,8.8
6/27/2024,69987,11.5,1.2,7.2
6/28/2024,48619,12.6,0.8,7
6/29/2024,24841,14,0,10.8
6/30/2024,7114,12.9,0,7.3
7/1/2024,54704,12.9,2,6.6
7/2/2024,63203,11.1,0,9.2
7/3/2024,45332,11.2,0,7.9
7/4/2024,76768,12.5,0.8,7.4
7/5/2024,71433,13.1,3.2,7.4
7/6/2024,30592,11.9,1.4,6.7
7/7/2024,25744,13.4,0.5,4.2
7/8/2024,62917,12.4,0,7.4
7/9/2024,45896,14.2,0,7.9
7/10/2024,56675,16.7,0,5.2
7/11/2024,57228,15.1,0,5.7
7/12/2024,55886,15.5,0,6.6
7/13/2024,28966,13.3,0,6.2
7/14/2024,26185,14,0.2,5.1
7/15/2024,72858,17.7,0,8.7
7/16/2024,56073,18.1,0,6.7
7/17/2024,48897,13.8,0.2,9.3
7/18/2024,42540,14.5,3.8,6.1
7/19/2024,53206,14.6,0,6.1
7/20/2024,27662,16.9,0,6
7/21/2024,21117,15.8,1.4,6.7
7/22/2024,74619,15.4,0.1,4.4
7/23/2024,58710,15.3,0.3,4.1
7/24/2024,70382,15.9,0,6.4
7/25/2024,56435,16,0,5.8
7/26/2024,60542,15.6,8.4,8.7
7/27/2024,36835,15.1,0,10.2
7/28/2024,30870,16.3,0.1,9.4
7/29/2024,70433,17.4,0,6.2
7/30/2024,83533,18,0,4.5
7/31/2024,55739,17.5,0,6.5
8/1/2024,61420,17.8,0,7.1
8/2/2024,54409,17.6,0,7.7
8/3/2024,39539,16.2,6,9.8
8/4/2024,25922,16.2,0.1,10.3
8/5/2024,81272,15.7,0,5.8
8/6/2024,91343,16,0,6.2
8/7/2024,76293,16.4,0.1,8.1
8/8/2024,75536,18,0,8.1
8/9/2024,65102,15,0.4,8.7
8/10/2024,35912,14.2,12.3,11.1
8/11/2024,46283,13.7,4.8,14.6
8/12/2024,88179,13.6,6.6,12.8
8/13/2024,86655,12.7,6.7,11.4
8/14/2024,98501,14.2,7.8,12.9
8/15/2024,93852,13.5,4,9.3
8/16/2024,79024,14.3,0.5,8.6
8/17/2024,36670,13.4,6.1,9.5
8/18/2024,26701,12.8,22.2,19.3
8/19/2024,98980,12.4,4.1,10.9
8/20/2024,74946,11.7,14.3,14.4
8/21/2024,83410,10.9,4.8,18.2
8/22/2024,92195,12.5,3.5,11.5
8/23/2024,97315,14.3,1.1,9.1
8/24/2024,56671,13.2,1.2,11.9
8/25/2024,46361,12.3,0,9.5
8/26/2024,58998,12.4,0.4,8.7
8/27/2024,67142,14.7,0.1,7.4
8/28/2024,51167,15.5,0,12.4
8/29/2024,92746,13.4,0.9,13.4
8/30/2024,106334,11.8,0,9.2
8/31/2024,74537,12.1,0,9.7
9/1/2024,47322,13.2,0,10.5
9/2/2024,121519,15.7,0,8.7
9/3/2024,116914,15.5,0.7,8.5
9/4/2024,118528,12.8,8.9,11.3
9/5/2024,101775,13.6,5.5,10.7
9/6/2024,77063,12.8,8.4,15.9
9/7/2024,50761,11.2,2.2,17.7
9/8/2024,57428,10,2.3,14.6
9/9/2024,110269,13.1,1.4,9.3
9/10/2024,103469,12.2,0.2,11.4
9/11/2024,96542,11.1,1.6,16.1
9/12/2024,82214,12.5,1.5,15.5
9/13/2024,60773,11.6,1.1,15.8
9/14/2024,43144,8.2,0.4,14
9/15/2024,38468,8,1.7,14.9
9/16/2024,116986,8.3,0.9,6.1
9/17/2024,108425,8.1,4.4,7.2
9/18/2024,75035,7.8,8.3,11.4
9/19/2024,82267,9.1,2.5,9
9/20/2024,53217,8.1,1,15.4
9/21/2024,39231,5.8,0.3,10.6
9/22/2024,43672,7.2,6.9,13.8
9/23/2024,117995,6,2.5,16.5
9/24/2024,101502,7.8,2.7,17.3
9/25/2024,112548,6.2,12.4,21.8
9/26/2024,112338,6.9,2.6,8.7
9/27/2024,102757,7.6,5.8,12.4
9/28/2024,54735,6.9,4.5,17.8
9/29/2024,37354,6.3,2.6,7.1
9/30/2024,84707,6.1,5.1,11.8
10/1/2024,62350,6.6,1.7,9.2
10/2/2024,61499,5.3,0.4,10.2
10/3/2024,77529,6.3,3.2,9.3
10/4/2024,94732,6.4,7.3,11.1
10/5/2024,59284,5.4,0.9,15.3
10/6/2024,44358,5.9,3.5,17.5
10/7/2024,108474,6.3,4.6,16
10/8/2024,115919,5.8,3.4,12.1
10/9/2024,97721,7.5,3.7,15.5
10/10/2024,62160,10.1,11.7,13.8
10/11/2024,75850,10.6,1.8,12
10/12/2024,33478,10.7,9.4,15.7
10/13/2024,47090,11,0,8.6
10/14/2024,71245,10.2,0,8.5
10/15/2024,101008,10.7,8.4,11.7
10/16/2024,100358,8.9,8.9,17.3
10/17/2024,111957,7.4,3.9,19.6
10/18/2024,69681,9.7,3.3,15.9
10/19/2024,54120,8.3,7.1,17.8
10/20/2024,66768,8.8,0.7,13.7
10/21/2024,133746,8.4,3.6,15.9
10/22/2024,84784,4.2,9.7,19
10/23/2024,78084,4.9,3.9,24.3
10/24/2024,87832,3.7,8.1,27.6
10/25/2024,72888,2.9,2.8,16
10/26/2024,59552,3.8,7.4,27.4
10/27/2024,36712,3,3,20.7
10/28/2024,85643,4.5,2.5,14.7
10/29/2024,62179,7,1.5,13.3
10/30/2024,51013,7.8,21.2,12.7
10/31/2024,86592,8.2,5,10.9
11/1/2024,94618,9.2,1.3,15
11/2/2024,36505,9.4,4.8,17.3
11/3/2024,35049,6.6,1.4,15.8
11/4/2024,85532,7.8,0,6.3
11/5/2024,116468,7.5,1.2,11
11/6/2024,115401,8.2,1.8,12.9
11/7/2024,95359,6.5,6.3,20.1
11/8/2024,44306,4.9,7.3,18.8
11/9/2024,31726,8.2,4,15
11/10/2024,56958,4.1,12.3,12.2
11/11/2024,157056,5.9,4.9,20.7
11/12/2024,151635,4.2,5.1,18.7
11/13/2024,85687,3.1,5,13
11/14/2024,44211,2.2,0,14.3
11/15/2024,51331,0.7,0,14.1
11/16/2024,73670,1.7,0,13.5
11/17/2024,54307,2.6,2.5,16.6
11/18/2024,143148,2.7,6.1,17.3
11/19/2024,93928,3.1,11,13.1
11/20/2024,128750,2.3,16.3,15.9
11/21/2024,165762,3.9,0.9,13
11/22/2024,105868,5,0.5,16.7
11/23/2024,26131,0.2,5.9,17.9
11/24/2024,39106,1.3,2.2,12.6
11/25/2024,100036,3.5,0.4,18.4
11/26/2024,136496,0.3,17.2,24.4
11/27/2024,132522,1.6,2.3,18.5
11/28/2024,123354,2.2,1.8,13.9
11/29/2024,45312,3.3,2.6,17.3
11/30/2024,30332,4.3,0,14.9
12/1/2024,64299,5.6,3.8,16.6
12/2/2024,76127,4.4,4.1,19.5
12/3/2024,101005,6,0.1,18.8
12/4/2024,106027,5.8,14,18.7
12/5/2024,93017,1.8,2.8,18.4
12/6/2024,79928,1.1,0.1,17.1
12/7/2024,74399,2,0.1,10.2
12/8/2024,42869,2.4,9.3,8.9
12/9/2024,86075,2,7.3,22.4
12/10/2024,56323,2.7,11.6,16.2
12/11/2024,48048,2.2,9.2,14.1
12/12/2024,63045,0.8,0,17.6
12/13/2024,86159,-0.1,0.1,20.9
12/14/2024,55075,1.3,0.2,14.4
12/15/2024,53365,1.4,0.2,7.6
12/16/2024,59682,1.3,0,13.8
12/17/2024,47013,1.3,0,10.4
12/18/2024,69316,3.5,0,17.8
12/19/2024,60191,6.3,8.2,23.6
12/20/2024,32204,5.3,12.5,24
12/21/2024,7496,6,6.9,22
12/22/2024,10296,5.3,8,15
12/23/2024,10422,2.2,11.6,19
12/24/2024,49,1.1,4.6,26
12/25/2024,3744,0.3,4.5,20.2
12/26/2024,1092,1.3,1.5,9.1
12/27/2024,6482,-1.6,5.6,10.1
12/28/2024,4242,-1.1,8.4,11.1
12/29/2024,7108,0.7,2.9,12.1
12/30/2024,7026,0.2,3.9,13.1
12/31/2024,11241,0.4,0,14.1
1/1/2025,7811,-1.7,0,15.1
1/2/2025,44109,-1.4,0,16.1
1/3/2025,47631,-0.5,4.9,9.1
1/4/2025,78863,1.4,0.3,13.1
1/5/2025,103726,1.4,2.3,16.3
1/6/2025,154741,4.7,1.3,16.9
1/7/2025,143507,5.4,11.8,23.3
1/8/2025,131116,5.2,8,20.9
1/9/2025,156504,7.2,3.5,18.7
1/10/2025,170985,7.4,13.2,15.4
1/11/2025,78418,7.1,0.8,19
1/12/2025,63860,1.8,9.3,24.1
1/13/2025,73946,2.4,8.7,15.6
1/14/2025,99506,-0.3,0.3,14.9
1/15/2025,102768,0.6,0,14.2
1/16/2025,59386,-0.7,0,8.1
1/17/2025,58240,1.7,0.2,8.8
1/18/2025,40663,2.6,0.7,13.2
1/19/2025,34902,2.4,0,17.5
1/20/2025,122652,5.1,8.1,19.3
1/21/2025,158910,4.1,6.7,16.3
1/22/2025,241769,3.3,5.2,12.7
1/23/2025,212477,3.1,2.3,12.1
1/24/2025,240450,3.5,0,6.8
1/25/2025,114198,3.6,3,13.3
1/26/2025,80086,2.2,1.2,10.5
1/27/2025,123282,2.4,0.1,10.5
1/28/2025,176667,1.2,0,13.5
1/29/2025,179871,1.4,0.7,12.5
1/30/2025,223263,4.3,18.5,17.7
1/31/2025,185543,7.1,2.4,22.5
2/1/2025,128220,7.5,5,18.9
2/2/2025,132139,5.2,0.1,14.8
2/3/2025,153087,4.2,3.5,16
2/4/2025,98140,4.6,2.3,11.8
2/5/2025,79167,5.6,0.5,13.6
2/6/2025,55506,2,1.6,11.2
2/7/2025,48816,1.6,0.7,12
2/8/2025,38644,0.4,4.8,15.7
2/9/2025,41275,0.3,0.8,10.3
2/10/2025,118981,1.6,2.3,13.9
2/11/2025,91405,2,2.2,10.5
2/12/2025,144651,1.9,1.3,13.9
2/13/2025,263620,2.3,1.4,11.8
2/14/2025,218061,3.4,1.3,12.6
2/15/2025,167417,5,0,14.1
2/16/2025,156352,7,1.6,17.8
2/17/2025,268173,7.1,0.1,16.4
2/18/2025,218745,6.6,2.5,13.9
2/19/2025,221139,6.8,2.6,13.1
2/20/2025,164568,5.3,0,14.1
2/21/2025,179147,3.8,4.1,12.3
2/22/2025,138633,3.6,3.8,13.5
2/23/2025,72026,4.5,4.2,17.3
2/24/2025,171379,3.9,13.8,15.5
2/25/2025,201754,4.3,4.5,16.3
2/26/2025,251481,3.8,5,16.2
2/27/2025,303349,2.9,3.1,15
2/28/2025,261856,4,0.1,11.8
3/1/2025,183890,3.7,0,13.5
3/2/2025,145306,3.8,8.9,21.9
3/3/2025,136982,1.9,1.1,11.3
3/4/2025,189390,0.9,1.8,11.3
3/5/2025,223747,0.2,0.2,6.5
3/6/2025,240872,0.1,0.1,5.7
3/7/2025,268936,0.3,1.6,17.2
3/8/2025,101624,-0.7,1.9,15.3
3/9/2025,126071,-1.3,6.2,18.8
3/10/2025,274298,-0.2,1.9,23.8
3/11/2025,318251,3.2,0.9,14.4
3/12/2025,327733,4.6,3,22.7
3/13/2025,227481,-0.3,2,19.7
3/14/2025,213489,0.1,0.4,12.2
3/15/2025,136780,4,0.1,12.6
3/16/2025,56920,6.5,0,12.7
3/17/2025,128525,7.4,0,17.2
3/18/2025,95926,4.7,0.3,22
3/19/2025,67901,1.3,11.6,22.3
3/20/2025,174435,3,1.6,11.9
3/21/2025,232456,4.7,9.5,15.6
3/22/2025,99258,5.2,7.8,13
3/23/2025,79658,4.7,10.1,13.2
3/24/2025,114976,4.1,0.1,9.4
3/25/2025,133287,4.6,0,12.9
3/26/2025,165458,6.6,4.2,14.6
3/27/2025,233354,6,8.2,14.7
3/28/2025,308200,4.9,2.4,27.2
3/29/2025,208957,2.2,4.5,20.7
3/30/2025,226923,3.9,2.7,11.3
3/31/2025,320771,4.8,2.4,10.8
4/1/2025,237119,5.4,2.1,8
4/2/2025,171155,3.6,2.1,14.3
4/3/2025,68693,0,2.2,17.6
,,,,
