"jaktar","sn","salg","min_airport_dist_km","area_ha","cabins_count","region","municipality","elevation","elevationmax","reallonn","tetthet","population","jeger_f","jeger_m","jeger_t","nearest_station","lufttemperatur","vindhastighet","nedbor","luftfuktighet","jeger_tett","reallonn_cap"
"2014-15","SVA9",641,23.4898865678765,33782.912691043,0,"Øst Finnmark","Sør-Varanger",96.6284704590822,225,474.3,8.7,10227,145,900,1045,"SN99460",-0.973741007194245,1.73245454545455,0.87544964028777,84.7913669064748,0.10218050259118,0.0463772367263127
"2014-15","TAN1",200,54.5783805440829,38273.2977444424,0,"Øst Finnmark","Tana",304.241299780823,666,474.3,8.7,2922,30,240,270,"SN96250",NA,NA,NA,NA,0.0924024640657084,0.162320328542094
"2014-15","TAN10",173,65.0062856855953,49673.7248196721,0,"Øst Finnmark","Tana",395.657153108304,809,474.3,8.7,2922,30,240,270,NA,NA,NA,NA,NA,0.0924024640657084,0.162320328542094
"2014-15","TAN11",59,47.0628697765559,40731.5421680178,0,"Øst Finnmark","Tana",504.493533064526,1061,474.3,8.7,2922,30,240,270,NA,NA,NA,NA,NA,0.0924024640657084,0.162320328542094
"2014-15","TAN2",169,61.1100825317594,20378.234454908,0,"Øst Finnmark","Tana",157.983107969818,567,474.3,8.7,2922,30,240,270,"SN96850",1.72387096774194,2.68322580645161,0.713225806451613,83.5870967741936,0.0924024640657084,0.162320328542094
"2014-15","TAN3",106,58.8898867665509,31498.1606816629,0,"Øst Finnmark","Tana",210.237296375191,443,474.3,8.7,2922,30,240,270,"SN96850",2.70986842105263,2.50394736842105,1.14736842105263,84.4342105263158,0.0924024640657084,0.162320328542094
"2014-15","TAN4",47,35.6930076532672,48064.6970393338,0,"Øst Finnmark","Tana",326.241637728046,719,474.3,8.7,2922,30,240,270,"SN98265",NA,NA,NA,NA,0.0924024640657084,0.162320328542094
"2014-15","TAN5",196,70.1780694117172,21965.4909226127,0,"Øst Finnmark","Tana",135.684008609775,307,474.3,8.7,2922,30,240,270,"SN96850",1.86934306569343,2.9963503649635,1.21788321167883,82.2262773722628,0.0924024640657084,0.162320328542094
"2014-15","TAN6",162,63.3274903039459,27380.9928963405,0,"Øst Finnmark","Tana",201.388872220216,415,474.3,8.7,2922,30,240,270,"SN96931",NA,NA,0.642253521126761,NA,0.0924024640657084,0.162320328542094
"2014-15","TAN7",128,78.799427735037,22676.1661876784,0,"Øst Finnmark","Tana",171.614021945364,312,474.3,8.7,2922,30,240,270,"SN96931",NA,NA,1.71120689655172,NA,0.0924024640657084,0.162320328542094
"2014-15","TAN8",164,82.4247533976541,25050.0623889745,0,"Øst Finnmark","Tana",270.168467128941,496,474.3,8.7,2922,30,240,270,"SN96850",0.974691358024691,2.68827160493827,1.02901234567901,83.037037037037,0.0924024640657084,0.162320328542094
"2014-15","TAN9",456,90.8123258681989,69982.3745476339,0,"Øst Finnmark","Tana",261.201476352494,413,474.3,8.7,2922,30,240,270,"SN96931",NA,NA,1.52685185185185,NA,0.0924024640657084,0.162320328542094
"2014-15","VAD1",526,24.3685520673775,81808.7793902025,0,"Øst Finnmark","Vadsø",322.022667330985,629,474.3,8.7,6160,40,455,495,"SN98648",NA,NA,NA,NA,0.0803571428571429,0.0769967532467532
"2014-15","VAD2",1130,11.825754042244,41329.3814551296,0,"Øst Finnmark","Vadsø",190.785592239339,411,474.3,8.7,6160,40,455,495,"SN98790",2.31538090646095,6.28910318225651,NA,81.7116682738669,0.0803571428571429,0.0769967532467532
"2014-15","VAR1",117,12.1974867068977,44334.7330310782,0,"Øst Finnmark","Vardø",140.904818104774,403,474.3,8.7,2137,0,95,95,"SN98595",NA,NA,NA,NA,0.0444548432381844,0.221946654188114
"2014-15","VAR2",161,27.6419652489835,14335.8642317667,0,"Øst Finnmark","Vardø",157.601936749679,488,474.3,8.7,2137,0,95,95,"SN98642",NA,NA,NA,NA,0.0444548432381844,0.221946654188114
