"date","spontan_ka_nnedom","direct_mail","bio","desktop","display","landsort","lokal_tv","mobile","oadressed_dr","online_video","popul_a_rpress","radio","social_media","storstad_kv_a_ll","storstad_morgon","tv","utomhus"
2013-06-17,58.66333333,0,0,0,0,141,0,0,62,0,100,0,0,0,0,4151,251
2013-06-24,63.16,0,0,0,0,115,0,0,58,0,0,0,0,0,0,3873,251
2013-07-01,61.17333333,0,0,0,0,77,0,0,53,0,0,0,0,0,0,4896,251
2013-07-08,63.48333333,0,0,0,0,210,0,0,42,0,0,0,0,0,0,43,251
2013-07-15,53.76,0,0,0,0,0,0,0,58,0,100,0,0,0,0,0,251
2013-07-22,53.61,0,0,0,0,0,0,0,57,0,0,0,0,0,0,2290,251
2013-07-29,50.55,0,0,0,0,0,0,0,54,0,142,0,0,0,0,2722,251
2013-08-05,58.7,0,0,0,0,0,0,0,47,0,0,0,0,0,0,79,251
2013-08-12,60.69666667,0,0,0,0,103,0,0,50,0,0,0,0,0,0,2623,251
2013-08-19,63.70333333,0,0,0,0,0,0,0,59,0,24,0,0,0,0,2868,251
2013-08-26,58.95333333,0,0,0,0,38,0,0,55,0,0,0,0,0,0,2551,251
2013-09-02,57.79333333,0,0,0,0,38,0,0,53,0,211,0,0,0,643,5149,847
2013-09-09,58.32666667,0,0,0,0,401,0,0,44,0,168,0,0,0,658,5725,386
2013-09-16,63.55,0,0,0,0,88,0,0,63,0,0,0,0,0,468,5131,4239
2013-09-23,63.69666667,0,0,0,0,88,0,0,57,0,0,0,0,0,777,5493,350
2013-09-30,63.47333333,0,73,0,0,31,0,0,55,0,0,0,0,0,284,4881,255
2013-10-07,58.45333333,0,86,0,0,50,0,0,44,0,43,0,0,0,113,4607,255
2013-10-14,60.21,0,86,0,0,241,0,0,56,0,0,0,0,0,0,4089,255
2013-10-21,56.49333333,0,86,0,0,525,0,0,58,0,76,0,0,0,0,4275,255
2013-10-28,62.09,0,49,0,0,52,0,0,78,0,0,0,0,95,0,5510,676
2013-11-04,62.33333333,0,0,0,0,0,0,0,100,0,43,92,0,0,0,1661,94
2013-11-11,62.94,0,0,0,0,0,0,0,98,0,0,0,0,95,122,1,94
2013-11-18,62.90333333,0,0,0,0,142,0,0,123,0,0,0,0,0,1092,3978,94
2013-11-25,66.8,8,0,0,0,209,0,0,115,0,0,0,0,0,0,5860,168
2013-12-02,68.56,53,0,0,0,0,0,0,102,0,43,0,0,0,0,7959,255
2013-12-09,66.49333333,53,0,0,0,24,0,0,84,0,0,0,0,0,0,6013,255
2013-12-16,61.97,53,0,0,0,4,0,0,122,0,0,0,0,0,0,8155,255
2013-12-23,64.73333333,53,0,0,0,0,0,0,111,0,0,0,0,0,0,4671,232
2013-12-30,63.28,15,0,0,0,482,0,0,103,0,0,0,0,769,598,3528,200
2014-01-06,59.36666667,0,0,0,0,0,0,0,86,0,43,0,0,519,907,1308,0
2014-01-13,57.73,0,0,0,0,64,0,0,101,0,0,0,0,0,1319,4432,0
2014-01-20,56.08333333,0,0,0,0,373,0,0,111,0,0,0,0,54,955,3972,0
2014-01-27,57.24666667,3,0,0,0,59,0,0,106,0,0,0,0,114,836,1828,0
2014-02-03,56.23333333,12,0,0,0,262,0,0,105,0,0,124,0,1010,2185,5110,2551
2014-02-10,58.27,12,0,0,0,0,0,0,100,0,43,162,0,530,1247,7645,2789
2014-02-17,63.70666667,12,0,0,0,856,0,0,125,0,0,144,0,693,2681,7581,1422
2014-02-24,67.47333333,9,0,0,0,257,0,0,127,0,0,927,0,1204,2782,5093,0
2014-03-03,68.67666667,0,0,0,0,88,0,0,146,0,43,608,0,643,2694,5230,0
2014-03-10,66.29666667,0,0,0,0,0,0,0,539,0,0,542,0,0,913,1447,237
2014-03-17,61.72,0,0,0,0,301,0,0,179,0,0,218,0,381,1320,4613,1659
2014-03-24,59.96,0,0,0,0,303,0,0,161,0,0,0,0,617,1357,3632,3712
2014-03-31,61.52666667,4,0,0,0,0,0,0,81,0,0,0,0,381,1540,6788,0
2014-04-07,63.31666667,4,0,0,0,578,0,0,56,0,43,0,0,732,3008,5891,0
2014-04-14,63.14666667,4,0,0,0,98,0,0,71,0,0,0,0,1025,2272,5135,0
2014-04-21,61.88666667,4,0,0,0,322,0,0,72,0,0,0,0,763,1183,3941,0
2014-04-28,62.95,5,0,0,0,204,0,0,162,0,0,0,0,329,1055,7373,152
2014-05-05,61.02333333,5,0,0,0,0,0,0,202,0,43,0,0,333,831,4411,913
2014-05-12,62.1,5,0,0,0,0,0,0,217,0,0,0,0,437,352,5726,0
2014-05-19,60.76666667,5,0,0,0,632,0,0,256,0,0,0,0,385,846,4001,0
2014-05-26,63.04333333,6,0,0,0,648,0,0,226,0,0,0,0,546,2162,698,0
2014-06-02,61.41333333,9,0,0,0,0,0,0,154,0,43,0,0,306,1527,2243,0
2014-06-09,61.03666667,9,0,0,0,91,0,0,127,0,0,0,0,644,2101,2629,0
2014-06-16,62.8,9,0,0,0,386,0,0,184,0,0,0,0,391,1234,5504,0
2014-06-23,63.19333333,9,0,0,0,275,0,0,165,0,0,0,0,414,1100,5290,200
2014-06-30,65.13333333,5,0,0,0,260,0,0,70,0,0,0,0,546,1287,2585,200
2014-07-07,62.67333333,4,0,0,0,0,0,0,42,0,43,0,0,270,317,6372,200
2014-07-14,62.69333333,4,0,0,0,0,0,0,53,0,0,0,0,0,0,117,0
2014-07-21,56.43333333,4,0,0,0,0,0,0,55,0,0,0,0,795,0,3745,2490
2014-07-28,54.92333333,3,0,0,0,0,0,0,51,0,0,0,0,690,0,1998,1750
2014-08-04,56.64666667,0,0,0,0,0,0,0,46,0,43,0,0,702,0,9071,0
2014-08-11,59.67,0,0,0,0,0,0,0,45,0,24,0,0,311,660,6294,0
2014-08-18,61.13666667,0,0,0,0,395,0,0,57,0,130,0,0,652,565,2870,0
2014-08-25,64.6,0,0,0,0,251,0,0,52,0,80,0,0,422,794,2857,0
2014-09-01,65.68666667,0,0,0,0,564,0,0,104,0,135,183,0,552,1495,3283,0
2014-09-08,69.67333333,0,0,0,0,0,0,0,83,0,129,215,0,490,1466,3384,0
2014-09-15,63.82,0,0,0,0,135,0,0,115,0,0,224,0,0,0,5072,0
2014-09-22,63.86333333,0,0,0,0,317,0,0,110,0,0,212,0,720,1725,3457,0
2014-09-29,60.32,0,0,0,0,60,0,0,33,0,0,233,0,0,1815,4827,0
2014-10-06,62.12666667,0,0,0,0,141,0,0,43,0,43,271,0,0,1208,1626,0
2014-10-13,60.16333333,0,0,0,0,402,0,0,50,0,0,0,0,546,1649,7775,0
2014-10-20,59.59,0,0,0,0,984,0,0,56,0,0,70,0,561,1942,6329,0
2014-10-27,59.76666667,11,55,0,0,518,0,0,67,0,0,73,0,489,2133,4396,0
2014-11-03,61.94666667,40,193,0,0,202,0,0,98,0,43,73,0,0,2006,5119,0
2014-11-10,65.99666667,40,193,0,0,174,0,0,88,0,0,70,0,0,0,6695,0
2014-11-17,65.32,40,193,0,0,852,0,0,119,0,48,0,0,0,387,4539,0
2014-11-24,67.48,40,193,0,0,826,0,0,110,0,0,0,0,720,812,2800,0
2014-12-01,64.40333333,0,0,0,0,1064,0,0,147,0,43,0,0,693,870,4316,221
2014-12-08,67.36,0,0,0,0,0,0,0,118,0,0,0,0,736,673,2655,536
2014-12-15,61.97333333,0,0,0,0,0,0,0,163,0,0,0,0,339,387,3704,583
2014-12-22,65.84666667,0,0,0,0,784,0,0,224,0,0,0,0,393,392,3099,4314
2014-12-29,64.78333333,0,0,162,0,1067,0,49,88,0,0,0,0,394,316,2350,1010
2015-01-05,68.36333333,0,0,143,0,0,0,79,137,0,43,0,0,0,21,2238,1468
2015-01-12,66.43,0,0,753,0,0,0,0,147,0,0,0,0,0,282,2559,1258
2015-01-19,66.79666667,0,0,391,0,1338,0,0,174,0,0,0,0,892,2274,1966,0
2015-01-26,64.53666667,0,0,490,0,842,0,0,174,0,0,0,0,0,1156,2110,0
2015-02-02,64.16,0,0,139,0,310,0,25,246,0,43,0,0,1446,886,3565,0
2015-02-09,62.20333333,0,0,87,0,3090,0,24,215,0,0,0,0,1354,41,4608,3964
2015-02-16,62.49,0,0,127,0,242,0,8,289,0,0,0,0,1868,622,3279,0
2015-02-23,64.54666667,0,0,135,0,403,0,75,249,0,0,0,0,1420,2200,3609,0
2015-03-02,69.48666667,0,0,187,0,0,0,8,163,0,43,0,0,1098,0,3206,0
2015-03-09,72.90666667,0,0,106,0,0,0,16,134,0,0,0,0,1052,726,4055,0
2015-03-16,68.62333333,0,0,32,0,25,0,42,195,0,0,0,0,774,0,2246,0
2015-03-23,65.47666667,0,0,364,0,410,0,153,177,0,0,0,0,983,213,1469,0
2015-03-30,59.56333333,0,185,342,0,427,0,60,164,0,88,0,0,824,1204,12,0
2015-04-06,62.00333333,0,259,262,0,395,0,94,137,0,0,133,0,513,1049,4336,132
2015-04-13,57.3,0,259,92,0,0,0,82,160,0,0,0,0,0,874,6015,4078
2015-04-20,59.78333333,0,259,92,0,0,0,226,174,0,0,0,0,0,0,5985,220
2015-04-27,58.61666667,0,148,457,0,0,0,122,198,0,0,0,0,0,0,376,0
2015-05-04,61.71333333,0,0,318,0,434,0,100,212,0,43,0,0,0,535,5754,497
2015-05-11,62.7,0,0,407,0,382,0,67,209,0,45,0,0,0,368,4368,497
2015-05-18,60.34333333,0,0,454,0,0,0,65,265,0,0,0,0,0,0,2543,481
2015-05-25,58.79666667,0,0,95,0,3059,0,50,241,0,0,0,0,688,1334,1332,3504
2015-06-01,58.94666667,9,0,60,0,0,1,42,197,0,43,0,0,0,0,2322,0
2015-06-08,55.82333333,9,0,243,0,80,1,39,157,0,0,0,0,0,32,2405,0
2015-06-15,54.08,9,0,193,0,314,1,42,218,0,0,0,0,0,0,12,217
2015-06-22,55.49,9,0,84,0,1288,1,27,208,0,0,97,0,589,1078,3277,3177
2015-06-29,61.98,3,0,71,0,355,0,15,129,0,0,129,0,744,1169,1946,340
2015-07-06,64.55666667,0,0,67,0,0,0,22,79,0,43,27,0,207,0,6056,2249
2015-07-13,63.60333333,0,0,2,0,0,0,0,93,0,0,0,0,0,0,3801,2249
2015-07-20,59.39,0,0,0,0,0,0,18,103,0,0,0,0,0,0,12,1945
2015-07-27,60.59,0,0,76,0,0,0,16,136,0,0,140,0,0,0,0,17
2015-08-03,56.16666667,0,0,123,0,173,0,40,223,0,43,122,0,0,0,0,0
2015-08-10,54.08333333,0,0,0,0,0,0,14,201,0,0,0,0,0,0,0,0
2015-08-17,50.33333333,0,0,0,0,678,0,8,274,0,0,0,0,396,843,0,0
2015-08-24,50.25666667,0,0,1,0,678,0,8,246,0,0,0,0,396,1701,0,0
2015-08-31,55.96333333,0,145,510,0,0,0,191,176,0,0,0,0,0,41,8027,5530
2015-09-07,56.14,0,169,517,0,2042,0,57,136,0,93,0,0,446,706,6670,41
2015-09-14,57.41666667,0,169,343,0,0,0,948,174,0,0,0,0,371,1665,4948,0
2015-09-21,55.04333333,0,169,330,0,2570,0,532,177,0,0,0,0,400,677,5330,241
2015-09-28,55.86666667,0,73,205,0,1223,0,85,168,0,0,0,0,396,645,5057,2619
2015-10-05,57.90666667,0,0,195,0,1201,0,86,300,0,43,0,0,400,677,5838,0
2015-10-12,60.18666667,0,0,262,0,1404,0,49,151,0,0,0,0,446,742,21,0
2015-10-19,60.42666667,0,0,703,0,0,0,152,179,0,0,0,0,0,0,7282,5360
2015-10-26,58.82666667,0,28,122,0,110,0,99,166,0,0,0,0,378,793,5754,41
2015-11-02,58.88,0,197,245,0,2678,0,79,166,0,43,0,0,400,0,5310,53
2015-11-09,58.28666667,0,197,301,0,1476,0,95,137,0,45,0,0,635,741,5478,368
2015-11-16,60.12666667,0,197,265,0,1162,0,34,198,0,0,0,0,189,235,4108,828
2015-11-23,56.66666667,0,197,294,0,2867,0,323,178,0,0,904,0,391,628,4,865
2015-11-30,58.74666667,54,234,323,0,2120,0,0,156,28,0,0,0,963,497,9122,987
2015-12-07,61.16666667,63,240,308,0,1213,0,42,123,32,0,0,0,1140,2219,10387,5846
2015-12-14,63.00666667,63,240,327,0,2842,0,180,157,38,0,0,0,1034,1574,10921,0
2015-12-21,58.37,63,240,722,0,0,0,103,162,15,0,0,0,778,0,4908,2550
2015-12-28,57.13,36,137,1046,0,1056,0,119,116,0,0,0,0,189,746,1731,4095
2016-01-04,57.48,0,0,1840,0,2308,0,304,61,263,0,554,0,207,740,5004,0
2016-01-11,62.26666667,0,0,702,0,0,0,92,60,53,0,328,0,238,451,2887,0
2016-01-18,60.88333333,0,0,590,0,1099,0,91,76,311,0,497,0,400,527,3020,0
2016-01-25,60.25666667,0,0,922,0,1603,0,10,69,0,0,29,0,0,29,0,0
2016-02-01,57.35666667,0,0,36,0,2507,0,95,152,136,0,0,0,396,2016,5964,6227
2016-02-08,62.07,0,0,59,0,63,0,0,121,62,0,533,0,207,642,6379,656
2016-02-15,63.78333333,0,0,351,0,2260,0,69,176,72,0,594,0,0,1427,7836,656
2016-02-22,65.08333333,0,0,373,0,61,0,9,158,14,0,839,0,189,1970,7125,656
2016-02-29,57.71333333,0,120,410,0,1544,0,265,135,320,44,72,0,400,2980,7467,7691
2016-03-07,59.40666667,0,140,83,0,121,0,205,110,102,43,325,0,400,1331,4433,78
2016-03-14,62.54333333,0,140,188,0,0,0,2,140,134,43,245,0,0,1123,4863,53
2016-03-21,64.92666667,0,140,347,0,0,0,0,145,83,43,0,0,0,1506,4625,6341
2016-03-28,63.87,0,150,386,0,2321,386,0,165,305,0,252,0,396,2146,5544,0
2016-04-04,62.41666667,0,164,132,0,0,940,0,183,104,0,377,0,189,1651,5679,0
2016-04-11,61.02333333,0,164,26,0,182,330,0,181,206,0,751,0,189,712,16,189
2016-04-18,60.43666667,0,164,21,0,1346,704,0,225,223,43,0,0,211,264,2600,1323
2016-04-25,57.43333333,0,141,17,0,1272,0,29,192,191,0,9,0,396,1350,6061,1868
2016-05-02,57.69666667,0,0,43,0,0,5,57,64,91,0,6,0,0,0,8,0
2016-05-09,51.54333333,0,0,54,0,1712,0,9,53,168,92,6,0,396,683,5730,5726
2016-05-16,53.59333333,0,0,44,0,0,0,25,77,103,43,177,0,0,0,5315,0
2016-05-23,55.00666667,0,0,262,0,2670,0,23,70,73,49,178,0,774,4628,4495,1614
2016-05-30,61.17,71,0,62,0,0,0,6,118,0,43,50,0,0,1025,15,374
2016-06-06,59.53,99,0,7,0,1315,0,0,117,16,0,0,0,396,1646,2962,0
2016-06-13,58.40666667,99,0,3,0,1577,0,0,138,2,0,0,0,189,709,2713,2
2016-06-20,60.69666667,99,0,9,0,0,0,0,150,0,0,0,0,211,0,3,13
2016-06-27,66.35666667,57,80,7,0,1126,0,0,113,119,0,0,0,470,1282,5277,4468
2016-07-04,69.03333333,0,187,6,0,0,0,0,61,30,0,0,0,0,0,1549,11
2016-07-11,66.78333333,0,187,26,0,1495,0,0,60,8,0,0,0,396,472,2261,0
2016-07-18,61.62666667,0,187,19,0,0,0,0,76,175,0,0,0,0,0,595,0
2016-07-25,56.99666667,0,187,25,0,1613,0,0,69,82,0,0,0,396,451,926,0
2016-08-01,50.57666667,0,16,1,0,56,0,0,206,1,0,0,0,400,306,1234,0
2016-08-08,53.55,0,16,0,0,0,0,0,165,0,0,4,0,0,0,1327,0
2016-08-15,59.98333333,0,16,18,0,0,0,0,228,0,0,4,0,0,0,1969,5995
2016-08-22,65.79,0,16,5,0,1536,0,0,221,67,0,4,0,396,1144,14,0
2016-08-29,61.88333333,0,20,48,0,0,0,0,131,45,0,7,0,0,0,0,0
2016-09-05,58.62,0,23,57,0,1674,0,4,61,299,43,0,0,342,2065,3172,345
2016-09-12,57.31333333,0,23,344,0,3492,0,15,65,217,43,0,0,842,3215,2610,0
2016-09-19,57.25,0,23,377,0,1313,353,2,76,86,43,0,0,371,2224,1,214
2016-09-26,60.53666667,0,144,134,0,238,30,0,152,0,43,182,0,396,1583,236,0
2016-10-03,62.88,0,444,1,0,1302,0,0,329,168,43,0,0,445,976,216,5995
2016-10-10,66.12,0,444,4,0,1988,0,0,297,34,43,0,0,787,2236,2,0
2016-10-17,58.36666667,0,444,112,0,2569,3171,0,405,4,0,0,0,787,2383,51,2567
2016-10-24,52.69666667,0,444,14,0,2442,0,0,363,0,47,0,0,787,3419,1620,631
2016-10-31,53.73333333,0,63,2,0,0,0,0,149,0,0,0,0,0,0,2,39
2016-11-07,56.75666667,0,0,5,0,0,0,0,94,0,0,0,0,0,0,0,250
2016-11-14,59.53,0,0,0,0,2126,0,0,120,0,0,0,0,0,1801,3735,578
2016-11-21,58.26666667,0,0,6,0,2521,0,0,122,231,0,0,0,798,2164,9353,50
2016-11-28,61.34,0,185,43,0,0,0,0,126,69,0,0,0,795,1165,7243,5964
2016-12-05,60.63666667,0,324,49,0,109,0,1381,113,21,0,0,0,76,591,6345,166
2016-12-12,63.47,0,324,47,0,117,0,2619,122,16,0,0,0,207,759,6105,172
2016-12-19,61.53,0,324,44,0,121,0,764,143,14,0,0,0,189,839,6879,0
2016-12-26,64.49,0,277,17,0,1580,0,10,114,12,0,0,0,348,1156,2236,6759
2017-01-02,64.03666667,0,0,0,0,0,0,12,0,13,0,0,0,446,170,1614,0
2017-01-09,61.8,0,0,0,0,121,0,0,0,9,0,0,0,446,136,2273,16
2017-01-16,62.93333333,0,0,0,0,1068,137,35,0,0,0,0,0,559,1260,4,157
2017-01-23,61.79666667,0,0,0,0,1606,157,2,0,0,0,0,0,192,688,0,2114
2017-01-30,63.46333333,0,0,0,0,192,164,1,0,0,0,0,0,189,394,1658,675
2017-02-06,64.67666667,0,0,0,0,114,171,2,0,0,0,0,0,381,621,2178,598
2017-02-13,60.64666667,0,0,1,0,121,59,1,0,0,0,0,0,0,149,3,0
2017-02-20,62.02,0,0,0,0,364,0,0,0,0,0,0,0,192,770,0,0
2017-02-27,59.69333333,0,0,3,0,3116,0,0,533,0,0,0,0,0,1481,0,487
2017-03-06,60.32333333,0,0,3,0,533,0,0,57,0,0,0,0,381,285,1068,696
2017-03-13,54.77,0,0,1,0,338,0,0,67,0,0,0,0,192,837,1146,697
2017-03-20,58.73333333,0,0,1,0,422,0,0,74,0,0,0,0,381,991,24,0
2017-03-27,57.45666667,64,0,3,0,1217,0,0,49,54,0,0,0,790,1657,4403,0
2017-04-03,65.34333333,224,0,0,0,759,0,0,0,49,0,0,0,401,1228,2450,1750
2017-04-10,62.76,224,0,0,0,1746,0,0,0,38,43,0,0,1171,2186,2937,0
2017-04-17,63.81666667,224,0,1,0,1196,0,0,0,36,43,0,0,1516,3031,1814,2664
2017-04-24,59.42333333,224,0,7,0,2381,0,0,0,4,43,0,0,1641,3806,2394,1314
2017-05-01,58.36666667,0,0,1133,0,1195,0,37,0,89,43,0,0,1312,3365,0,600
2017-05-08,61.67333333,0,0,1136,0,2020,0,5,0,57,43,0,0,485,1598,2451,0
2017-05-15,58.86666667,0,0,1890,0,1768,0,5,0,21,43,0,0,409,1455,2025,0
2017-05-22,56.55666667,0,0,72,0,0,0,0,0,19,43,0,0,0,754,2,0
2017-05-29,54.31666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-05,60.13333333,0,0,28,0,2579,0,4,0,4,0,0,0,570,3264,0,0
2017-06-12,60.38333333,0,0,50,0,121,0,6,0,0,133,0,0,304,3369,826,407
2017-06-19,61.61666667,0,0,315,0,208,240,23,0,102,145,0,0,880,2070,1342,737
2017-06-26,60.35333333,0,0,335,0,1713,216,50,0,107,133,108,0,984,2606,976,733
2017-07-03,60.71333333,0,0,2362,0,414,248,1404,0,218,0,141,0,488,1365,1150,0
2017-07-10,60.52666667,0,0,2183,0,518,201,3160,0,285,0,265,0,597,1791,1334,0
2017-07-17,61.03,0,0,1662,0,117,0,2648,0,161,0,33,0,520,1382,851,0
2017-07-24,64.03,0,0,1799,0,1472,0,2649,0,64,0,185,0,765,1500,1346,0
2017-07-31,63.81333333,0,0,2134,0,0,0,1230,0,59,0,0,0,162,85,685,0
2017-08-07,64.09666667,0,0,1782,0,1795,0,1489,0,100,0,0,0,658,967,1190,318
2017-08-14,59.55,0,0,1530,0,1075,0,1598,0,68,0,0,0,551,1406,1864,2228
2017-08-21,59.86333333,0,0,151,0,0,0,0,0,9,0,0,0,0,0,0,2228
2017-08-28,52.79333333,0,0,9,0,0,0,0,0,13,0,0,0,0,0,0,1905
2017-09-04,52.79,0,0,23,0,1595,0,1,0,1,0,0,0,446,1278,1614,72
2017-09-11,50.44333333,0,0,0,0,0,0,725,0,0,0,0,0,0,0,16,1884
2017-09-18,55.57333333,0,0,0,0,996,0,0,0,0,0,0,0,570,757,17,51
2017-09-25,56.95333333,6,0,20,0,1781,2529,81,0,104,0,0,0,521,2218,19,325
2017-10-02,56.57,40,0,72,0,941,1829,54,0,77,0,0,0,521,1060,19,2970
2017-10-09,56.82666667,40,0,94,0,1226,1967,42,0,41,0,0,0,332,1057,20,0
2017-10-16,59.10666667,40,0,40,0,0,3,10,0,0,0,0,0,140,542,5363,0
2017-10-23,63.30666667,40,0,0,0,0,0,0,0,0,0,0,0,0,0,6113,0
2017-10-30,61.2,11,0,169,0,0,0,621,0,0,0,0,0,0,0,4676,1158
2017-11-06,60.95,0,0,1294,0,0,0,502,0,0,0,0,0,0,0,4420,1161
2017-11-13,59.90666667,0,0,789,0,0,0,56,0,0,0,0,0,0,0,4680,0
2017-11-20,61.37,0,0,0,0,4036,0,0,0,0,0,0,0,1288,3523,4184,1365
2017-11-27,62.33333333,0,0,169,0,731,0,0,0,0,0,223,0,0,180,3882,0
2017-12-04,63.66666667,0,0,253,0,817,0,0,0,0,0,598,0,0,360,5246,1502
2017-12-11,65.88666667,0,0,501,0,1285,0,30,0,0,0,652,0,0,540,4200,2972
2017-12-18,63.93333333,0,0,276,0,601,0,105,0,0,0,940,0,0,0,4195,1469
2017-12-25,62.86333333,0,0,130,0,1605,0,0,0,14,0,0,0,1144,670,2593,1087
2018-01-01,61.99333333,0,0,92,0,0,0,0,0,17,0,0,0,25,0,2605,2666
2018-01-08,60.04333333,0,0,40,0,2842,0,0,0,2,0,0,0,827,1478,3,0
2018-01-15,60.57333333,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,384
2018-01-22,61.51666667,0,0,322,0,1649,0,0,0,0,0,0,0,762,738,0,1870
2018-01-29,66.77,0,173,1199,0,1457,0,0,0,0,0,0,0,738,778,40,128
2018-02-05,65.26666667,0,303,0,0,1737,0,0,0,59,0,0,0,381,757,9161,1224
2018-02-12,62.13666667,0,303,0,0,0,0,30,0,46,0,0,0,0,0,7110,1472
2018-02-19,60.34,0,303,233,0,1821,0,260,0,68,0,0,0,189,779,4467,2868
2018-02-26,61.73,0,150,208,0,2849,0,881,0,45,0,0,0,762,1821,3442,2244
2018-03-05,64.61,0,35,280,0,1627,0,79,0,46,0,0,0,381,738,4625,1451
2018-03-12,65.32666667,0,35,185,0,1422,0,180,0,50,0,0,0,381,1057,4984,1665
2018-03-19,64.42333333,0,35,169,0,1754,0,0,0,58,0,0,0,381,1036,4265,2330
2018-03-26,64.07666667,0,30,188,0,0,0,1,0,90,0,0,0,0,0,1755,2214
2018-04-02,61.95666667,0,0,76,0,0,0,0,0,92,0,0,0,0,0,2003,103
2018-04-09,59.33333333,0,0,43,0,0,0,0,0,35,0,0,0,0,0,2409,720
2018-04-16,60.35,0,0,78,0,0,0,11,0,189,0,0,0,0,0,3949,720
2018-04-23,60.86,0,0,70,0,1398,0,9,0,75,0,0,0,381,1038,4140,720
2018-04-30,64.10333333,0,0,83,0,1341,0,10,0,0,0,0,0,570,1017,2819,722
2018-05-07,62.19,0,0,2484,0,0,0,2086,0,0,0,0,0,0,0,6,1014
2018-05-14,60.33333333,0,0,2656,0,0,0,1170,0,0,0,0,0,0,0,2058,967
2018-05-21,56.63333333,0,0,1812,0,1651,0,520,0,0,0,0,0,381,1038,1706,60
2018-05-28,54.93333333,0,0,1943,0,0,0,285,0,0,0,0,0,189,0,2168,309
2018-06-04,59.02,0,0,2131,0,0,0,349,0,386,0,0,0,0,0,1477,166
2018-06-11,59.05666667,0,0,2008,0,1684,0,1088,0,308,0,0,0,381,1790,1114,1301
2018-06-18,59.30666667,0,0,1815,0,40,0,667,0,262,0,0,0,189,0,5,166
2018-06-25,56.65,0,32,1515,0,0,0,544,0,13,0,0,0,0,0,1061,0
2018-07-02,56.61333333,0,223,1623,0,0,0,809,0,144,0,0,0,0,0,2384,0
2018-07-09,57.96333333,0,223,2064,0,0,0,1515,0,290,0,0,0,0,0,2247,0
2018-07-16,55,0,223,2332,0,0,0,2215,0,221,0,0,0,346,0,1224,2393
2018-07-23,57.5,0,223,2371,0,1700,0,1215,0,138,0,0,0,590,757,1413,1542
2018-07-30,60.63333333,0,169,1223,0,0,0,440,0,121,0,0,0,285,0,1257,1400
2018-08-06,64.69666667,0,148,1159,0,0,0,192,0,147,0,0,0,359,0,1272,1625
2018-08-13,64.86666667,0,148,856,0,0,0,15,0,157,0,0,0,454,0,1,1348
2018-08-20,59.76,0,148,15,0,62,0,773,0,76,0,0,0,535,591,1377,313
2018-08-27,58.36333333,0,165,7,0,0,0,695,0,19,0,0,0,423,0,3,787
